         3705887 function calls (3631411 primitive calls) in 20.624 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 functools.py:193(total_ordering)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:272(validate_toolbar)
        4    0.000    0.000    0.000    0.000 rcsetup.py:329(__call__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
       42    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
       30    0.000    0.000    0.000    0.000 transforms.py:1010(_get_minposx)
        1    0.000    0.000    0.000    0.000 patches.py:812(RegularPolygon)
        1    0.000    0.000    0.000    0.000 rrule.py:1279(rruleset)
        1    0.000    0.000    0.000    0.000 hermite.py:1815(Hermite)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
      115    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 core.py:226(reload_library)
       51    0.000    0.000    0.000    0.000 figure.py:84(<listcomp>)
       30    0.000    0.000    0.000    0.000 gridspec.py:74(set_height_ratios)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2874(__init__)
       50    0.000    0.000    0.000    0.000 enum.py:179(<genexpr>)
        7    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 artist.py:82(Artist)
        1    0.000    0.000    0.000    0.000 transforms.py:249(BboxBase)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2505(And)
        1    0.000    0.000    0.000    0.000 patches.py:1169(FancyArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1506(Arc)
        1    0.000    0.000    0.000    0.000 numerictypes.py:338(_add_integer_aliases)
      188    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2290(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2310(__init__)
       43    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
        1    0.000    0.000    0.000    0.000 _iotools.py:473(StringConverter)
       86    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        5    0.000    0.000    0.000    0.000 {method 'find_loader' of 'zipimport.zipimporter' objects}
        1    0.000    0.000    0.000    0.000 patches.py:1273(YAArrow)
        1    0.000    0.000    0.000    0.000 argparse.py:1050(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 __init__.py:1083(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
       40    0.000    0.000    0.000    0.000 {built-in method math.fabs}
        2    0.000    0.000    0.000    0.000 os.py:672(__setitem__)
        1    0.000    0.000    0.000    0.000 collections.py:915(PolyCollection)
       79    0.000    0.000    0.000    0.000 docstring.py:121(copy_dedent)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1876(IPv6Address)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
       20    0.000    0.000    0.000    0.000 figure.py:827(fixitems)
       40    0.000    0.000    0.000    0.000 collections.py:763(get_linewidths)
       20    0.000    0.000    0.000    0.000 collections.py:166(_get_value)
       20    0.000    0.000    0.000    0.000 artist.py:894(get_label)
       15    0.000    0.000    0.000    0.000 rcsetup.py:308(<listcomp>)
       95    0.000    0.000    0.000    0.000 pyparsing.py:164(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
       18    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
       63    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
       52    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 formlayout.py:62(ColorButton)
       20    0.000    0.000    0.000    0.000 __init__.py:25(get_projection_class)
       30    0.000    0.000    0.000    0.000 gridspec.py:65(set_width_ratios)
       20    0.000    0.000    0.000    0.000 colorbar.py:328(_extend_lower)
        2    0.000    0.000    0.000    0.000 rcsetup.py:112(validate_path_exists)
        6    0.000    0.000    0.000    0.000 patches.py:1796(<listcomp>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:208(matrix)
        1    0.000    0.000    0.000    0.000 image.py:182(_ImageBase)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 backend_bases.py:219(__init__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        3    0.000    0.000    0.000    0.000 function_base.py:2516(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:769(__init__)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
       20    0.000    0.000    0.000    0.000 mathtext.py:2557(_set_font)
       54    0.000    0.000    0.000    0.000 docstring.py:84(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:2706(_Base)
        4    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 datetime.py:278(_check_date_fields)
       60    0.000    0.000    0.000    0.000 scale.py:48(limit_range_for_scale)
       10    0.000    0.000    0.000    0.000 figure.py:743(get_edgecolor)
        1    0.000    0.000    0.000    0.000 core.py:169(update_user_library)
        3    0.000    0.000    0.000    0.000 mathtext.py:3238(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:889(PathCollection)
       10    0.000    0.000    0.000    0.000 colorbar.py:712(_central_N)
        1    0.000    0.000    0.000    0.000 __init__.py:302(loads)
        1    0.000    0.000    0.000    0.000 cbook.py:1052(RingBuffer)
        1    0.000    0.000    0.000    0.000 polynomial.py:1606(Polynomial)
        6    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
        2    0.000    0.000    0.000    0.000 os.py:678(__delitem__)
        1    0.000    0.000    0.000    0.000 core.py:162(iter_user_libraries)
       60    0.000    0.000    0.000    0.000 gridspec.py:407(get_gridspec)
       20    0.000    0.000    0.000    0.000 cm.py:276(set_array)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
       13    0.000    0.000    0.000    0.000 pyparsing.py:1945(charsAsStr)
        1    0.000    0.000    0.000    0.000 patches.py:926(Polygon)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
       20    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 {built-in method posix.access}
        1    0.000    0.000    0.000    0.000 {built-in method addToolBar}
        4    0.000    0.000    0.000    0.000 rcsetup.py:261(validate_backend)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:336(timedelta)
       60    0.000    0.000    0.000    0.000 backend_agg.py:314(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 axis.py:627(Axis)
       10    0.000    0.000    0.000    0.000 mathtext.py:125(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:69(Patch)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 datetime.py:1360(datetime)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
       47    0.000    0.000    0.000    0.000 ipaddress.py:553(__eq__)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:329(__setitem__)
        1    0.000    0.000    0.000    0.000 patches.py:896(PathPatch)
        1    0.000    0.000    0.000    0.000 pathlib.py:605(PurePath)
       38    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
       20    0.000    0.000    0.000    0.000 _base.py:1331(get_anchor)
       20    0.000    0.000    0.000    0.000 collections.py:360(set_pickradius)
        1    0.000    0.000    0.000    0.000 collections.py:1539(CircleCollection)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
       54    0.000    0.000    0.000    0.000 pyparsing.py:3264(postParse)
        4    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 patches.py:600(Shadow)
        1    0.000    0.000    0.000    0.000 patches.py:1466(Circle)
        1    0.000    0.000    0.000    0.000 __init__.py:358(__getattr__)
       30    0.000    0.000    0.000    0.000 _base.py:3417(set_navigate)
       74    0.000    0.000    0.000    0.000 mathtext.py:802(_map_virtual_font)
       94    0.000    0.000    0.000    0.000 pyparsing.py:3614(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:1405(Ellipse)
        4    0.000    0.000    0.000    0.000 tempfile.py:118(_sanitize_params)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
       16    0.000    0.000    0.000    0.000 enum.py:335(__members__)
        1    0.000    0.000    0.000    0.000 quiver.py:413(Quiver)
        7    0.000    0.000    0.000    0.000 legend_handler.py:135(__init__)
        4    0.000    0.000    0.000    0.000 legend_handler.py:165(__init__)
       10    0.000    0.000    0.000    0.000 gridspec.py:107(<listcomp>)
        1    0.000    0.000    0.000    0.000 Image.py:487(Image)
        5    0.000    0.000    0.000    0.000 pyparsing.py:2941(__str__)
        9    0.000    0.000    0.000    0.000 core.py:2526(_arraymethod)
        1    0.000    0.000    0.000    0.000 bezier.py:155(BezierSegment)
        1    0.000    0.000    0.000    0.000 patches.py:1377(CirclePolygon)
       20    0.000    0.000    0.000    0.000 fromnumeric.py:2657(size)
        5    0.000    0.000    0.000    0.000 datetime.py:291(_check_time_fields)
        1    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
      127    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 collections.py:982(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 decoder.py:334(decode)
        1    0.000    0.000    0.000    0.000 patches.py:1035(Wedge)
       27    0.000    0.000    0.000    0.000 pathlib.py:119(<genexpr>)
        1    0.000    0.000    0.000    0.000 mathtext.py:659(BakomaFonts)
       20    0.000    0.000    0.000    0.000 ticker.py:362(get_offset)
       20    0.000    0.000    0.000    0.000 colors.py:893(scaled)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2859(__init__)
        7    0.000    0.000    0.000    0.000 cbook.py:1297(__init__)
       20    0.000    0.000    0.000    0.000 core.py:1798(_check_mask_axis)
        2    0.000    0.000    0.000    0.000 datetime.py:1048(__new__)
       59    0.000    0.000    0.000    0.000 sre_parse.py:161(__delitem__)
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
       10    0.000    0.000    0.000    0.000 colorbar.py:336(_patch_ax)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        3    0.000    0.000    0.000    0.000 legend_handler.py:293(__init__)
       40    0.000    0.000    0.000    0.000 _subplots.py:101(get_subplotspec)
        1    0.000    0.000    0.000    0.000 <string>:5(DefaultVerifyPaths)
        1    0.000    0.000    0.000    0.000 request.py:324(Request)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3233(__init__)
        4    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 patches.py:1848(_simpleprint_styles)
       11    0.000    0.000    0.000    0.000 function_base.py:4516(<listcomp>)
       35    0.000    0.000    0.000    0.000 datetime.py:261(_check_int_field)
       55    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        4    0.000    0.000    0.000    0.000 scale.py:564(<listcomp>)
       20    0.000    0.000    0.000    0.000 _base.py:2283(<listcomp>)
        1    0.000    0.000    0.000    0.000 rrule.py:73(<listcomp>)
        1    0.000    0.000    0.000    0.000 api.py:21(FFI)
       20    0.000    0.000    0.000    0.000 mathtext.py:130(set_canvas_size)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3468(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:850(ParserElement)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
       10    0.000    0.000    0.000    0.000 core.py:659(<listcomp>)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 datetime.py:530(__neg__)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       51    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       23    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:727(exec_module)
        8    0.000    0.000    0.000    0.000 {built-in method setDevicePixelRatio}
        1    0.000    0.000    0.000    0.000 backend_qt5.py:223(FigureCanvasQT)
        1    0.000    0.000    0.000    0.000 table.py:216(Table)
       20    0.000    0.000    0.000    0.000 figure.py:421(get_tight_layout)
       30    0.000    0.000    0.000    0.000 artist.py:627(get_figure)
        1    0.000    0.000    0.000    0.000 patches.py:665(Rectangle)
        2    0.000    0.000    0.000    0.000 __init__.py:1266(__init__)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        2    0.000    0.000    0.000    0.000 datetime.py:688(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:365(__getitem__)
        1    0.000    0.000    0.000    0.000 axis.py:27(Tick)
        1    0.000    0.000    0.000    0.000 colorbar.py:218(ColorbarBase)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1444(IPv4Network)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1514(leaveWhitespace)
